Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Klebsiella pneumoniae strain NK1580","573.33895","JACXTB010000007","fig|573.33895.peg.9914","IE969_30080",,"PATRIC.573.33895.JACXTB010000007.CDS.3202.3543.rev","PATRIC","CDS",3202,3543,342,"-",,,,,113,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain NK1580","573.33895","JACXTB010000007","fig|573.33895.peg.9927","IE969_30125",,"PATRIC.573.33895.JACXTB010000007.CDS.8350.8691.rev","PATRIC","CDS",8350,8691,342,"-",,,"PGF_08225224",,113,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain KP1827","573.33900","JACXSW010000009","fig|573.33900.peg.1405","IE979_03430",,"PATRIC.573.33900.JACXSW010000009.CDS.5174.5419.rev","PATRIC","CDS",5174,5419,246,"-",,,"PGF_08225224",,81,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain 2020EL-00089","573.37251","JAGKMU010000017","fig|573.37251.peg.1254","KAH60_20755",,"PATRIC.573.37251.JAGKMU010000017.CDS.106531.106806.fwd","PATRIC","CDS",106531,106806,276,"+",,,,,,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain Kp_HUCA_4","573.41335","JAGKXI010000005","fig|573.41335.peg.4533","KAF60_04225",,"PATRIC.573.41335.JAGKXI010000005.CDS.315249.315803.rev","PATRIC","CDS",315249,315803,555,"-",,,,,,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain Kp_HUCA_Bac_81","573.41349","JAGKXX010000005","fig|573.41349.peg.5602","KAF68_02505",,"PATRIC.573.41349.JAGKXX010000005.CDS.53897.54451.rev","PATRIC","CDS",53897,54451,555,"-",,,,,,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain Kp_HUCA_Bac_75","573.41352","JAGKYC010000030","fig|573.41352.peg.4290","KAF72_10905",,"PATRIC.573.41352.JAGKYC010000030.CDS.169793.170347.fwd","PATRIC","CDS",169793,170347,555,"+",,,,,,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain Kp_HUCA_Bac_72","573.41358","JAGKYF010000050","fig|573.41358.peg.5287","KAF87_12065",,"PATRIC.573.41358.JAGKYF010000050.CDS.315965.316519.rev","PATRIC","CDS",315965,316519,555,"-",,,,,,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain Kp_HUCA_4","573.42214","JAGKXI010000005","fig|573.42214.peg.4533","KAF60_04225",,"PATRIC.573.42214.JAGKXI010000005.CDS.315249.315803.rev","PATRIC","CDS",315249,315803,555,"-",,,,,,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain Kp_HUCA_Bac_81","573.42229","JAGKXX010000005","fig|573.42229.peg.5602","KAF68_02505",,"PATRIC.573.42229.JAGKXX010000005.CDS.53897.54451.rev","PATRIC","CDS",53897,54451,555,"-",,,,,,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain Kp_HUCA_Bac_75","573.42234","JAGKYC010000030","fig|573.42234.peg.4290","KAF72_10905",,"PATRIC.573.42234.JAGKYC010000030.CDS.169793.170347.fwd","PATRIC","CDS",169793,170347,555,"+",,,,,,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain Kp_HUCA_Bac_72","573.42239","JAGKYF010000050","fig|573.42239.peg.5287","KAF87_12065",,"PATRIC.573.42239.JAGKYF010000050.CDS.315965.316519.rev","PATRIC","CDS",315965,316519,555,"-",,,,,,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain Kp_HUCA_4","573.43141","JAGKXI010000005","fig|573.43141.peg.4533","KAF60_04225",,"PATRIC.573.43141.JAGKXI010000005.CDS.315249.315803.rev","PATRIC","CDS",315249,315803,555,"-",,,,,,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain Kp_HUCA_Bac_81","573.43156","JAGKXX010000005","fig|573.43156.peg.5602","KAF68_02505",,"PATRIC.573.43156.JAGKXX010000005.CDS.53897.54451.rev","PATRIC","CDS",53897,54451,555,"-",,,,,,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain Kp_HUCA_Bac_75","573.43161","JAGKYC010000030","fig|573.43161.peg.4290","KAF72_10905",,"PATRIC.573.43161.JAGKYC010000030.CDS.169793.170347.fwd","PATRIC","CDS",169793,170347,555,"+",,,,,,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain Kp_HUCA_Bac_72","573.43166","JAGKYF010000050","fig|573.43166.peg.5287","KAF87_12065",,"PATRIC.573.43166.JAGKYF010000050.CDS.315965.316519.rev","PATRIC","CDS",315965,316519,555,"-",,,,,,,"SLATT domain-containing protein",
"Klebsiella pneumoniae Kp_HUCA_Bac_72","573.43762","JAGKYF010000050","fig|573.43762.peg.5287","KAF87_12065",,"PATRIC.573.43762.JAGKYF010000050.CDS.315965.316519.rev","PATRIC","CDS",315965,316519,555,"-",,,,,,,"SLATT domain-containing protein",
"Klebsiella pneumoniae Kp_HUCA_4","573.44821","JAGKXI010000005","fig|573.44821.peg.4533","KAF60_04225",,"PATRIC.573.44821.JAGKXI010000005.CDS.315249.315803.rev","PATRIC","CDS",315249,315803,555,"-",,,,,,,"SLATT domain-containing protein",
"Klebsiella pneumoniae Kp_HUCA_Bac_81","573.44836","JAGKXX010000005","fig|573.44836.peg.5602","KAF68_02505",,"PATRIC.573.44836.JAGKXX010000005.CDS.53897.54451.rev","PATRIC","CDS",53897,54451,555,"-",,,,,,,"SLATT domain-containing protein",
"Klebsiella pneumoniae Kp_HUCA_Bac_75","573.44841","JAGKYC010000030","fig|573.44841.peg.4290","KAF72_10905",,"PATRIC.573.44841.JAGKYC010000030.CDS.169793.170347.fwd","PATRIC","CDS",169793,170347,555,"+",,,,,,,"SLATT domain-containing protein",
"Klebsiella pneumoniae 3G2-1-2","573.48148","JALSEU010000432","fig|573.48148.peg.3897","M2T57_30345",,"PATRIC.573.48148.JALSEU010000432.CDS.12.297.fwd","PATRIC","CDS",12,297,286,"+",,"PLF_570_00062061","PGF_05025618",,95,,"SLATT domain-containing protein",
"Klebsiella pneumoniae 301I6","573.48184","JALXIZ010000013","fig|573.48184.peg.792","M2997_12020",,"PATRIC.573.48184.JALXIZ010000013.CDS.138834.139240.rev","PATRIC","CDS",138834,139240,407,"-",,"PLF_570_00062061","PGF_05025618",,134,,"SLATT domain-containing protein",
"Klebsiella pneumoniae 135D8","573.48239","JALXGQ010000038","fig|573.48239.peg.3822","M2966_24990",,"PATRIC.573.48239.JALXGQ010000038.CDS.38035.38468.rev","PATRIC","CDS",38035,38468,434,"-",,"PLF_570_00062061","PGF_05025618",,143,,"SLATT domain-containing protein",
"Klebsiella pneumoniae CIM-Carb-093","573.63950","JAXACK010000077","fig|573.63950.peg.4999","SJ277_27705",,"PATRIC.573.63950.JAXACK010000077.CDS.1.417.fwd","PATRIC","CDS",1,417,417,"+",,,,,138,,"SLATT domain-containing protein",
"Klebsiella pneumoniae MGL-58_B3","573.65523","JARCYI010000012","fig|573.65523.peg.1895","PX088_09380",,"PATRIC.573.65523.JARCYI010000012.CDS.1.454.fwd","PATRIC","CDS",1,454,454,"+",,"PLF_570_00062061","PGF_05025618",,150,,"SLATT domain-containing protein",
"Klebsiella pneumoniae S19","573.68379","JBAPHD010000001","fig|573.68379.peg.1","V9690_00005",,"PATRIC.573.68379.JBAPHD010000001.CDS.1.467.fwd","PATRIC","CDS",1,467,467,"+",,"PLF_570_00062061","PGF_05025618",,154,,"SLATT domain-containing protein",
"Burkholderia thailandensis strain 5.092.1","57975.76","JANURK010000088","fig|57975.76.peg.6462","NYD60_28870",,"PATRIC.57975.76.JANURK010000088.CDS.791.1429.fwd","PATRIC","CDS",791,1429,639,"+",,"PLF_32008_00171132","PGF_08225224",,212,,"SLATT domain-containing protein",
"Burkholderia thailandensis 5.092.1","57975.91","JANURK010000088","fig|57975.91.peg.6462","NYD60_28870",,"PATRIC.57975.91.JANURK010000088.CDS.791.1429.fwd","PATRIC","CDS",791,1429,639,"+",,"PLF_32008_00171132","PGF_08225224",,212,,"SLATT domain-containing protein",
"Salmonella enterica subsp. enterica serovar Agona IRV-42","58095.203","JAMBWH010000679","fig|58095.203.peg.4264","M1727_24345",,"PATRIC.58095.203.JAMBWH010000679.CDS.1.250.rev","PATRIC","CDS",1,250,250,"-",,"PLF_590_00049042","PGF_03304203",,83,,"SLATT domain-containing protein",
"Providencia stuartii UMB11141A","588.285","JASOTD010000001","fig|588.285.peg.1434","QP597_01865",,"PATRIC.588.285.JASOTD010000001.CDS.429819.430289.rev","PATRIC","CDS",429819,430289,471,"-",,,"PGF_06108452",,156,,"SLATT domain-containing protein",
"Salmonella enterica subsp. enterica strain 265767","59201.1129","RSRH01000004","fig|59201.1129.peg.1405","C9S82_06920",,"PATRIC.59201.1129.RSRH01000004.CDS.49972.50522.rev","PATRIC","CDS",49972,50522,551,"-",,,,,,,"SLATT domain-containing protein",
"Burkholderia vietnamiensis AU45096","60552.240","JAUJQO010000014","fig|60552.240.peg.1068","QZM46_18640",,"PATRIC.60552.240.JAUJQO010000014.CDS.169726.170274.rev","PATRIC","CDS",169726,170274,549,"-",,,,,182,,"SLATT domain-containing protein",
"Serratia marcescens strain 4201","615.1085","WUUW01000002","fig|615.1085.peg.1054","GST23_01115",,"PATRIC.615.1085.WUUW01000002.CDS.168550.168816.fwd","PATRIC","CDS",168550,168816,267,"+",,"PLF_613_00042366","PGF_04715592",,88,,"SLATT domain-containing protein",
"Serratia marcescens strain 4201","615.1121","CP047679","fig|615.1121.peg.2520","GV243_12465",,"PATRIC.615.1121.CP047679.CDS.2553648.2553914.fwd","PATRIC","CDS",2553648,2553914,267,"+",,"PLF_613_00042366","PGF_04715592",,88,,"SLATT domain-containing protein",
"Serratia marcescens strain S716","615.1176","JAAGOL010000001","fig|615.1176.peg.1648","G3M87_08120",,"PATRIC.615.1176.JAAGOL010000001.CDS.1630147.1630620.fwd","PATRIC","CDS",1630147,1630620,474,"+",,"PLF_613_00042366","PGF_04715592",,157,,"SLATT domain-containing protein",
"Serratia marcescens strain S717","615.1178","JAAGOM010000001","fig|615.1178.peg.1648","G3M88_08120",,"PATRIC.615.1178.JAAGOM010000001.CDS.1630147.1630620.fwd","PATRIC","CDS",1630147,1630620,474,"+",,"PLF_613_00042366","PGF_04715592",,157,,"SLATT domain-containing protein",
"Serratia marcescens strain S722","615.1180","JAAGON010000001","fig|615.1180.peg.1650","G3M89_08120",,"PATRIC.615.1180.JAAGON010000001.CDS.1630366.1630839.fwd","PATRIC","CDS",1630366,1630839,474,"+",,"PLF_613_00042366","PGF_04715592",,157,,"SLATT domain-containing protein",
"Serratia marcescens strain S697","615.1181","JAAGOJ010000001","fig|615.1181.peg.1648","G3M85_08120",,"PATRIC.615.1181.JAAGOJ010000001.CDS.1630374.1630847.fwd","PATRIC","CDS",1630374,1630847,474,"+",,"PLF_613_00042366","PGF_04715592",,157,,"SLATT domain-containing protein",
"Serratia marcescens strain S708","615.1182","JAAGOK010000001","fig|615.1182.peg.1648","G3M86_08120",,"PATRIC.615.1182.JAAGOK010000001.CDS.1630522.1630995.fwd","PATRIC","CDS",1630522,1630995,474,"+",,"PLF_613_00042366","PGF_04715592",,157,,"SLATT domain-containing protein",
"Serratia marcescens strain SMM_61","615.1211","JAAJRU010000001","fig|615.1211.peg.1832","G5643_03275",,"PATRIC.615.1211.JAAJRU010000001.CDS.670707.671249.rev","PATRIC","CDS",670707,671249,543,"-",,,,,180,,"SLATT domain-containing protein",
"Serratia marcescens strain SR415","615.1230","JABCPW010000001","fig|615.1230.peg.1622","HG231_07855",,"PATRIC.615.1230.JABCPW010000001.CDS.1588388.1588861.fwd","PATRIC","CDS",1588388,1588861,474,"+",,"PLF_613_00042366","PGF_04715592",,157,,"SLATT domain-containing protein",
"Pseudomonas sp. T8","645292.3","CP102374","fig|645292.3.peg.5230","NRG23_25560",,"PATRIC.645292.3.CP102374.CDS.5624575.5625060.fwd","PATRIC","CDS",5624575,5625060,486,"+",,,,,161,,"SLATT domain-containing protein",
"Aeromonas sp. S2_012_000G1_dasS2_012_000G1_abawaca.28","647.118","JAWFUK010000020","fig|647.118.peg.3283","E7K45_16010",,"PATRIC.647.118.JAWFUK010000020.CDS.33924.34418.rev","PATRIC","CDS",33924,34418,495,"-",,,,,164,,"SLATT domain-containing protein",
"Aeromonas caviae A20-11","648.1349","JAXOHL010000055","fig|648.1349.peg.3540","U1438_19615",,"PATRIC.648.1349.JAXOHL010000055.CDS.19882.20292.fwd","PATRIC","CDS",19882,20292,411,"+",,,,,136,,"SLATT domain-containing protein",
"Aeromonas veronii strain XU1","654.190","SSUX01000007","fig|654.190.peg.4189","E8Q35_11585",,"PATRIC.654.190.SSUX01000007.CDS.89148.89702.fwd","PATRIC","CDS",89148,89702,555,"+",,"PLF_642_00022016","PGF_06761164",,184,,"SLATT domain-containing protein",
"Aeromonas veronii PI-26","654.894","JACSZS010000005","fig|654.894.peg.2119","H9Y13_10385",,"PATRIC.654.894.JACSZS010000005.CDS.415007.415453.rev","PATRIC","CDS",415007,415453,447,"-",,,"PGF_12333626",,148,,"SLATT domain-containing protein",
"Vibrio cholerae strain 2015V-1118","666.3967","RHPE01000001","fig|666.3967.peg.2898","EEJ37_01335",,"PATRIC.666.3967.RHPE01000001.CDS.170276.170925.fwd","PATRIC","CDS",170276,170925,650,"+",,,,,,,"SLATT domain-containing protein",
"Vibrio cholerae strain VcCHNf4","666.4213","QXWD01000089","fig|666.4213.peg.3642","D2925_18530",,"PATRIC.666.4213.QXWD01000089.CDS.565.1239.fwd","PATRIC","CDS",565,1239,675,"+",,"PLF_662_00073961","PGF_03859755",,224,,"SLATT domain-containing protein",
"Vibrio cholerae strain A12JL4W72","666.4439","VIPM01000294","fig|666.4439.peg.1939","FLL78_19420",,"PATRIC.666.4439.VIPM01000294.CDS.1393.1772.fwd","PATRIC","CDS",1393,1772,380,"+",,"PLF_662_00129545","PGF_06506093",,127,,"SLATT domain-containing protein",
"Vibrio cholerae strain N2706","666.4591","VSFO01000023","fig|666.4591.peg.2618","FXE34_04835",,"PATRIC.666.4591.VSFO01000023.CDS.16826.17306.fwd","PATRIC","CDS",16826,17306,481,"+",,,,,,,"SLATT domain-containing protein",
"Vibrio cholerae strain SL6Y","666.5215","CP053805","fig|666.5215.peg.3043","HPY06_15250",,"PATRIC.666.5215.CP053805.CDS.398272.398889.fwd","PATRIC","CDS",398272,398889,618,"+",,"PLF_662_00073961","PGF_03859755",,205,,"SLATT domain-containing protein",
"Vibrio cholerae strain Vc517","666.5412","JAEMFH010000073","fig|666.5412.peg.3938","JG664_20120",,"PATRIC.666.5412.JAEMFH010000073.CDS.89.703.fwd","PATRIC","CDS",89,703,615,"+",,"PLF_662_00073961","PGF_03859755",,204,,"SLATT domain-containing protein",
"Vibrio cholerae N21-2239","666.6855","JAUPCX010000026","fig|666.6855.peg.3667","Q5N34_18115",,"PATRIC.666.6855.JAUPCX010000026.CDS.1324.1938.fwd","PATRIC","CDS",1324,1938,615,"+",,"PLF_662_00073961","PGF_03859755",,204,,"SLATT domain-containing protein",
"Vibrio parahaemolyticus strain Vp12","670.1664","QYSU01000002","fig|670.1664.peg.2145","D5E75_06525",,"PATRIC.670.1664.QYSU01000002.CDS.116018.116473.fwd","PATRIC","CDS",116018,116473,456,"+",,"PLF_662_00155554","PGF_07067382",,151,,"SLATT domain-containing protein",
"Vibrio parahaemolyticus VP10/5","670.6375","JANFKY010000023","fig|670.6375.peg.5000","NOK89_24130",,"PATRIC.670.6375.JANFKY010000023.CDS.8227.8889.fwd","PATRIC","CDS",8227,8889,663,"+",,"PLF_662_00125508","PGF_03824523",,220,,"SLATT domain-containing protein",
"Vibrio parahaemolyticus B8-26","670.7311","JAODUR010000044","fig|670.7311.peg.4621","N7K92_22835",,"PATRIC.670.7311.JAODUR010000044.CDS.158.646.rev","PATRIC","CDS",158,646,489,"-",,"PLF_662_00119836","PGF_06189750",,162,,"SLATT domain-containing protein",
"Streptomyces violarus ASQP_29","67380.7","JAODTY010000119","fig|67380.7.peg.4828","N4G67_23145",,"PATRIC.67380.7.JAODTY010000119.CDS.5434.5916.fwd","PATRIC","CDS",5434,5916,483,"+",,,,,160,,"SLATT domain-containing protein",
"Streptomyces flavofungini strain JCM 4753","68200.4","JAEKOZ010000019","fig|68200.4.peg.2519","JGB26_26885",,"PATRIC.68200.4.JAEKOZ010000019.CDS.30022.30801.rev","PATRIC","CDS",30022,30801,780,"-",,,,,259,,"SLATT domain-containing protein",
"Streptomyces tuirus strain PHM034","68278.5","JAGTPG010000002","fig|68278.5.peg.6070","KEF29_35535",,"PATRIC.68278.5.JAGTPG010000002.CDS.5363958.5364708.rev","PATRIC","CDS",5363958,5364708,751,"-",,,,,,,"SLATT domain-containing protein",
"Streptomyces albulus ATCC 31713","68570.36","JAPTYH010000029","fig|68570.36.peg.1236","O1L55_05435",,"PATRIC.68570.36.JAPTYH010000029.CDS.13393.14202.fwd","PATRIC","CDS",13393,14202,810,"+",,,,,,,"SLATT domain-containing protein",
"Klebsiella pneumoniae subsp. pneumoniae strain KKPE27","72407.1767","JAJHWG010000001","fig|72407.1767.peg.5294","LNN77_20465",,"PATRIC.72407.1767.JAJHWG010000001.CDS.4130810.4131184.fwd","PATRIC","CDS",4130810,4131184,375,"+",,"PLF_570_00062061","PGF_05025618",,124,,"SLATT domain-containing protein",
"Klebsiella pneumoniae subsp. pneumoniae strain KKP032","72407.1813","JAJHYL010000002","fig|72407.1813.peg.6234","LNP20_16620",,"PATRIC.72407.1813.JAJHYL010000002.CDS.2841803.2842135.rev","PATRIC","CDS",2841803,2842135,333,"-",,"PLF_570_00086224","PGF_08225224",,110,,"SLATT domain-containing protein",
"Klebsiella pneumoniae subsp. pneumoniae KKPE27","72407.1857","JAJHWG010000001","fig|72407.1857.peg.5294","LNN77_20465",,"PATRIC.72407.1857.JAJHWG010000001.CDS.4130810.4131184.fwd","PATRIC","CDS",4130810,4131184,375,"+",,"PLF_570_00062061","PGF_05025618",,124,,"SLATT domain-containing protein",
"Klebsiella pneumoniae subsp. pneumoniae KKP032","72407.1902","JAJHYL010000002","fig|72407.1902.peg.6234","LNP20_16620",,"PATRIC.72407.1902.JAJHYL010000002.CDS.2841803.2842135.rev","PATRIC","CDS",2841803,2842135,333,"-",,"PLF_570_00086224","PGF_08225224",,110,,"SLATT domain-containing protein",
"Streptomyces seoulensis strain KCTC 9819","73044.9","CP032229","fig|73044.9.peg.5060","D0Z67_25040",,"PATRIC.73044.9.CP032229.CDS.5457724.5458284.rev","PATRIC","CDS",5457724,5458284,561,"-",,"PLF_1883_00505487","PGF_08225224",,186,,"SLATT domain-containing protein",
"Hymenobacter yonginensis KCTC 22745","748197.3","CP115396","fig|748197.3.peg.1977","O9Z63_09535",,"PATRIC.748197.3.CP115396.CDS.2187625.2188194.fwd","PATRIC","CDS",2187625,2188194,570,"+",,,,,189,,"SLATT domain-containing protein",
"Pseudomonas mandelii strain DSM 17967","75612.18","VFIM01000020","fig|75612.18.peg.2199","FJD35_23565",,"PATRIC.75612.18.VFIM01000020.CDS.137725.138201.fwd","PATRIC","CDS",137725,138201,477,"+",,"PLF_286_00291653","PGF_08225224",,158,,"SLATT domain-containing protein",
"Pseudomonas rhodesiae strain S5_IA_3a","76760.20","JAEILH010000088","fig|76760.20.peg.6284","YA0853_31865",,"PATRIC.76760.20.JAEILH010000088.CDS.29672.30142.fwd","PATRIC","CDS",29672,30142,471,"+",,,,,156,,"SLATT domain-containing protein",
"Pseudomonas rhodesiae strain AAMF24","76760.23","CP070980","fig|76760.23.peg.2591","JYG35_12860",,"PATRIC.76760.23.CP070980.CDS.2857109.2857579.rev","PATRIC","CDS",2857109,2857579,471,"-",,,,,156,,"SLATT domain-containing protein",
"Bifidobacterium pullorum 103_BHI","78448.18","JAUDEQ010000008","fig|78448.18.peg.1704","QUW48_06250",,"PATRIC.78448.18.JAUDEQ010000008.CDS.90362.90910.fwd","PATRIC","CDS",90362,90910,549,"+",,"PLF_1678_00037207","PGF_04271940",,182,,"SLATT domain-containing protein",
"Corallococcus exiguus strain AB051","83462.8","JABELA010000965","fig|83462.8.peg.9536","HJC10_44695",,"PATRIC.83462.8.JABELA010000965.CDS.1.260.rev","PATRIC","CDS",1,260,260,"-",,,,,87,,"SLATT domain-containing protein",
"Kineosporia rhizophila JCM 9960","84633.3","JAJSOH010000005","fig|84633.3.peg.6023","LWF15_11195",,"PATRIC.84633.3.JAJSOH010000005.CDS.233869.234414.rev","PATRIC","CDS",233869,234414,546,"-",,"PLF_49184_00010184","PGF_04923731",,181,,"SLATT domain-containing protein",
"Achromobacter xylosoxidans TVCGH7929","85698.670","CP150721","fig|85698.670.peg.6026","WJ977_26195",,"PATRIC.85698.670.CP150721.CDS.5260503.5261063.fwd","PATRIC","CDS",5260503,5261063,561,"+",,,,,186,,"SLATT domain-containing protein",
"Azospirillum formosense strain Nfb7","861533.11","JABEXZ010000002","fig|861533.11.peg.4395","HLK65_21510",,"PATRIC.861533.11.JABEXZ010000002.CDS.1764472.1765038.rev","PATRIC","CDS",1764472,1765038,567,"-",,,,,188,,"SLATT domain-containing protein",
"Azospirillum formosense strain Nfb7","861533.12","JABEXZ010000002","fig|861533.12.peg.4395","HLK65_21510",,"PATRIC.861533.12.JABEXZ010000002.CDS.1764472.1765038.rev","PATRIC","CDS",1764472,1765038,567,"-",,,,,188,,"SLATT domain-containing protein",
"Azospirillum formosense Nfb7","861533.13","JABEXZ010000002","fig|861533.13.peg.4395","HLK65_21510",,"PATRIC.861533.13.JABEXZ010000002.CDS.1764472.1765038.rev","PATRIC","CDS",1764472,1765038,567,"-",,,,,188,,"SLATT domain-containing protein",
"Azospirillum formosense strain Nfb7","861533.8","JABEXZ010000002","fig|861533.8.peg.4395","HLK65_21510",,"PATRIC.861533.8.JABEXZ010000002.CDS.1764472.1765038.rev","PATRIC","CDS",1764472,1765038,567,"-",,,,,188,,"SLATT domain-containing protein",
"Azospirillum formosense strain Nfb7","861533.9","JABEXZ010000002","fig|861533.9.peg.4395","HLK65_21510",,"PATRIC.861533.9.JABEXZ010000002.CDS.1764472.1765038.rev","PATRIC","CDS",1764472,1765038,567,"-",,,,,188,,"SLATT domain-containing protein",
"Massilia flava strain DSM 26639","871742.4","CP046904","fig|871742.4.peg.2305","GO485_11315",,"PATRIC.871742.4.CP046904.CDS.2732104.2732703.rev","PATRIC","CDS",2732104,2732703,600,"-",,"PLF_149698_00043053","PGF_10762879",,199,,"SLATT domain-containing protein",
"Desulfovibrio desulfuricans strain DFI.2.30","876.40","JAJCIJ010000021","fig|876.40.peg.1795","LIZ33_12850",,"PATRIC.876.40.JAJCIJ010000021.CDS.17.514.rev","PATRIC","CDS",17,514,498,"-",,"PLF_872_00076325","PGF_10067694",,165,,"SLATT domain-containing protein",
"Desulfovibrio desulfuricans strain DFI.2.73","876.41","JAJCNP010000020","fig|876.41.peg.1800","LI170_12970",,"PATRIC.876.41.JAJCNP010000020.CDS.55143.55640.fwd","PATRIC","CDS",55143,55640,498,"+",,"PLF_872_00076325","PGF_10067694",,165,,"SLATT domain-containing protein",
"Desulfovibrio desulfuricans strain DFI.2.72","876.42","JAJCNQ010000021","fig|876.42.peg.1820","LI168_12980",,"PATRIC.876.42.JAJCNQ010000021.CDS.55143.55640.fwd","PATRIC","CDS",55143,55640,498,"+",,"PLF_872_00076325","PGF_10067694",,165,,"SLATT domain-containing protein",
